ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
DAFH,HRM,HASSI R MEL,TILREMPT,ALGERIA,32.93,3.312
DAFI,,,DJELFA,ALGERIA,0.0,0.0
DAOB,TID,BOU CHEKIF,TIARET,ALGERIA,35.341,1.463
DAOC,CBH,,BECHAR,ALGERIA,0.0,0.0
DAOE,,BOU SFER,BOU SFER,ALGERIA,35.735,-0.805
DAOF,TIN,TINDOUF,TINDOUF,ALGERIA,27.7,-8.167
DAOI,QAS,ECH CHELIFF,ECH-CHELIFF,ALGERIA,36.213,1.3319999999999999
DAOL,TAF,TAFARAOUI,ORAN,ALGERIA,35.542,-0.532
DAON,TLM,ZENATA,TLEMCEN,ALGERIA,35.016999999999996,-1.45
DAOO,ORN,ES SENIA,ORAN,ALGERIA,35.624,-0.621
DAOS,,SIDI BEL ABBES,SIDI BEL ABBES,ALGERIA,35.172,-0.593
DAOV,MUW,GHRISS,GHRISS,ALGERIA,35.208,0.147
DASM,,,SAMANGAN,AFGHANISTAN,0.0,0.0
DATG,INF,,IN GUEZZAM,ALGERIA,0.0,0.0
DATM,BMW,,BORDJ MOKHTAR,ALGERIA,0.0,0.0
DAUA,AZR,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,ADRAR,ALGERIA,27.837,-0.18600000000000003
DAUB,BSK,BISKRA,BISKRA,ALGERIA,34.793,5.7379999999999995
DAUE,ELG,EL GOLEA,EL GOLEA,ALGERIA,30.570999999999998,2.859
DAUG,GHA,NOUMERATE,GHARDAIA,ALGERIA,32.384,3.7939999999999996
DAUH,HME,OUED IRARA,HASSI-MESSAOUD,ALGERIA,31.673000000000002,6.14
DAUI,INZ,IN SALAH,IN SALAH,ALGERIA,27.250999999999998,2.512
DAUK,TGR,SIDI MAHDI,TOUGGOURT,ALGERIA,33.068000000000005,6.0889999999999995
DAUL,LOO,LAGHOUAT,LAGHOUAT,ALGERIA,33.764,2.927
DAUT,TMX,TIMIMOUN,TIMIMOUN,ALGERIA,29.237,0.276
DAUU,OGX,OUARGLA,OUARGLA,ALGERIA,31.916999999999998,5.412999999999999
DAUZ,IAM,IN AMENAS,ZARZAITINE,ALGERIA,28.051,9.642999999999999
DBBB,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384
DBBC,,,CANA,BENIN,0.0,0.0
DBBD,,,DJOUGOU,BENIN,0.0,0.0
DBBK,KDC,,KANDI,BENIN,0.0,0.0
DBBN,NAE,,NATITINGOU,BENIN,0.0,0.0
DBBO,,,PORGA,BENIN,0.0,0.0
DBBP,PKO,PARAKOU,PARAKOU,BENIN,9.357000000000001,2.609
DBBR,,,BEMBEREKE,BENIN,0.0,0.0
DBBS,,,SAVE,BENIN,0.0,0.0
DFCA,,,KAYA,BURKINA FASO,0.0,0.0
DFCB,,,BARSALOGHO,BURKINA FASO,0.0,0.0
DFCC,OUG,,OUAHIGOUYA,BURKINA FASO,0.0,0.0
DFCD,,,DIDYR,BURKINA FASO,0.0,0.0
DFCE,,,BATIE,BURKINA FASO,0.0,0.0
DFCG,,,KONGOUSSI,BURKINA FASO,0.0,0.0
DFCI,,,TITAO,BURKINA FASO,0.0,0.0
DFCJ,,,DJIBO,BURKINA FASO,0.0,0.0
DFCK,,,KOUDOUGOU,BURKINA FASO,0.0,0.0
DFCL,,,LEO,BURKINA FASO,0.0,0.0
DFCM,,,MANGA,BURKINA FASO,0.0,0.0
DFCO,,,BOROMO,BURKINA FASO,0.0,0.0
DFCP,,,PO,BURKINA FASO,0.0,0.0
DFCR,,,POURA,BURKINA FASO,0.0,0.0
DFCS,,,SEGUENEGA,BURKINA FASO,0.0,0.0
DFCT,,,TENADO,BURKINA FASO,0.0,0.0
DFCU,,,GOURCY,BURKINA FASO,0.0,0.0
DFCY,,,YAKO,BURKINA FASO,0.0,0.0
DFEA,,,BOULSA,BURKINA FASO,0.0,0.0
DFEB,,,BOGANDE,BURKINA FASO,0.0,0.0
DFEC,,,KOMIN-YANGA,BURKINA FASO,0.0,0.0
DFED,,,DIAPAGA,BURKINA FASO,0.0,0.0
DFEE,DOR,,DORI,BURKINA FASO,0.0,0.0
DFEF,FNG,,FADA N'GOURMA,BURKINA FASO,0.0,0.0
DFEG,XGG,,GOROM GOROM,BURKINA FASO,0.0,0.0
DFEK,,,KOUPELA,BURKINA FASO,0.0,0.0
DFEL,XKA,,KANTCHARI,BURKINA FASO,0.0,0.0
DFEM,,,TAMBAO,BURKINA FASO,0.0,0.0
DFEO,,,ZORGO,BURKINA FASO,0.0,0.0
DFEP,,,PAMA,BURKINA FASO,0.0,0.0
DFER,,,ARLI,BURKINA FASO,0.0,0.0
DFES,,,SEBBA,BURKINA FASO,0.0,0.0
DFET,TEG,,TENKODOGO,BURKINA FASO,0.0,0.0
DFEY,,,OUARGAYE,BURKINA FASO,0.0,0.0
DFEZ,,,ZABRE,BURKINA FASO,0.0,0.0
DFFD,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.5119999999999998
DFOA,,,DANO,BURKINA FASO,0.0,0.0
DFOB,BNR,,BANFORA,BURKINA FASO,0.0,0.0
DFOD,DGU,,DEDOUGOU,BURKINA FASO,0.0,0.0
DFOF,,,SAFANE,BURKINA FASO,0.0,0.0
DFOG,XGA,,AMILCAR CABRAL DE GAQUA,BURKINA FASO,0.0,0.0
DFOH,,,HOUNDE,BURKINA FASO,0.0,0.0
DFOL,,,LOUMANA,BURKINA FASO,0.0,0.0
DFON,XNU,,NOUNA,BURKINA FASO,0.0,0.0
DFOO,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11.16,-4.331
DFOR,,,CORODARA,BURKINA FASO,0.0,0.0
DFOS,,,SIDERADOUGOU,BURKINA FASO,0.0,0.0
DFOT,,,TOUGAN,BURKINA FASO,0.0,0.0
DFOU,,,DIEBOUGOU,BURKINA FASO,0.0,0.0
DFOY,,,ARIBINDA,BURKINA FASO,0.0,0.0
DGAA,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168
DGAD,,,ADA,GHANA,0.0,0.0
DGAH,,,HO,GHANA,0.0,0.0
DGAK,,,AKUSE,GHANA,0.0,0.0
DGAL,,,KETE-KRACHI,GHANA,0.0,0.0
DGAS,,,SALTPOND,GUYANA,0.0,0.0
DGAT,,,TEMA,GHANA,0.0,0.0
DGCY,CKY,,CONAKRY,GHANA,0.0,0.0
DGKA,,,AKIM ODA,GHANA,0.0,0.0
DGKK,,,KOFORIDUA,GHANA,0.0,0.0
DGLB,,,BOLE,GHANA,0.0,0.0
DGLE,TML,TAMALE,TAMALE,GHANA,9.562999999999999,-0.863
DGLN,,,NAVRONGO,GHANA,0.0,0.0
DGLW,,WA,WA,GHANA,10.082,-2.5069999999999997
DGLY,,,YENDI,GHANA,0.0,0.0
DGSB,,,SEFWI-BEKWAI,GHANA,0.0,0.0
DGSN,NYI,SUNYANI,SUNYANI,GHANA,7.362,-2.329
DGSW,,,WENCHI,CHINA,0.0,0.0
DGTK,TKD,TAKORADI,TAKORADI,GHANA,4.893,-1.775
DGTX,,,AXIM,GHANA,0.0,0.0
DIAD,,,ADIAKE,IVORY COAST,0.0,0.0
DIAE,,,AGBOVILLE,IVORY COAST,0.0,0.0
DIAO,,,ABOISSO,IVORY COAST,0.0,0.0
DIAP,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926
DIAU,OGO,,ABENGOUROU,IVORY COAST,0.0,0.0
DIBC,,,BOCANDA,IVORY COAST,0.0,0.0
DIBI,BXI,,BOUNDIALI,IVORY COAST,0.0,0.0
DIBK,BYK,BOUAKE,BOUAKE,IVORY COAST,7.739,-5.074
DIBN,BQO,,BUONA,IVORY COAST,0.0,0.0
DIBU,BDK,,BONDOUKOU,IVORY COAST,0.0,0.0
DIDB,,,DABOU,IVORY COAST,0.0,0.0
DIDK,DIM,,DIMBOKRO,IVORY COAST,0.0,0.0
DIDL,DJO,DALOA,DALOA,IVORY COAST,6.792000000000001,-6.473
DIDV,,,DIVO,IVORY COAST,0.0,0.0
DIFK,,,FERKESSEDOUGOU,IVORY COAST,0.0,0.0
DIGA,GGN,,GAGNOA,IVORY COAST,0.0,0.0
DIGL,GGO,,GUIGLO,IVORY COAST,0.0,0.0
DIGN,BBV,,GRAND BEREBY,IVORY COAST,0.0,0.0
DIKO,HGO,KORHOGO,KORHOGO,IVORY COAST,9.387,-5.556
DIMN,MJC,MAN,MAN,IVORY COAST,7.272,-7.587000000000001
DIOD,KEO,,ODIENNE,IVORY COAST,0.0,0.0
DIOF,OFI,,OUANGO FITINI,IVORY COAST,0.0,0.0
DIPG,,,PORT GAUTHIER,IVORY COAST,0.0,0.0
DISG,SEO,,SEGUELA,IVORY COAST,0.0,0.0
DISP,SPY,SAN PEDRO,SAN PEDRO,IVORY COAST,4.747,-6.6610000000000005
DISS,ZSS,,SASSANDRA,IVORY COAST,0.0,0.0
DITB,TXU,,TABOU,IVORY COAST,0.0,0.0
DITM,TOZ,,TOUBA,IVORY COAST,0.0,0.0
DIYO,ASK,YAMOUSSOUKRO,YAMOUSSOUKRO,IVORY COAST,6.903,-5.3660000000000005
DNAA,ABV,ABUJA NNAMDI AZIKIWE INTERNATIONAL,ABUJA,NIGERIA,9.007,7.263
DNAK,AKR,AKURE,AKURE,NIGERIA,7.247000000000001,5.301
DNBE,BNI,BENIN,BENIN,NIGERIA,6.317,5.599
DNBI,,,BIDA,NIGERIA,0.0,0.0
DNCA,CBQ,CALABAR,CALABAR,NIGERIA,4.976,8.347000000000001
DNEN,ENU,ENUGU,ENUGU,NIGERIA,6.474,7.562
DNGU,QUS,GUSAU,GUSAU,NIGERIA,12.172,6.696000000000001
DNIB,IBA,IBADAN,IBADAN,NIGERIA,7.362,3.978
DNIL,ILR,ILORIN,ILORIN,NIGERIA,8.44,4.494
DNJO,JOS,JOS,JOS,NIGERIA,9.64,8.869
DNKA,KAD,KADUNA,KADUNA,NIGERIA,10.696,7.32
DNKN,KAN,KANO MALLAM AMINU INTERNATIONAL,KANO,NIGERIA,12.047,8.524
DNMA,MIU,MAIDUGURI,MAIDUGURI,NIGERIA,11.855,13.081
DNMK,MDI,MAKURDI,MAKURDI,NIGERIA,7.704,8.613999999999999
DNMM,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577000000000001,3.321
DNMN,MXJ,MINNA NEW,MINNA,NIGERIA,9.652000000000001,6.462000000000001
DNOS,,,OSHOGBO,NIGERIA,0.0,0.0
DNPO,PHC,PORT HARCOURT INTERNATIONAL,PORT HARTCOURT,NIGERIA,5.015,6.949
DNSO,SKO,SADIQ ABUBAKAR III INTERNATIONAL,SOKOTO,NIGERIA,12.915999999999999,5.207000000000001
DNYO,YOL,YOLA,YOLA,NIGERIA,9.26,12.43
DNZA,ZAR,ZARIA,ZARIA,NIGERIA,11.13,7.686
DRRA,,,TESSAOUA,NIGER,0.0,0.0
DRRC,,,DOGONDOUTCHI,NIGER,0.0,0.0
DRRD,,,DOSSO,NIGER,0.0,0.0
DRRE,,,TERA,NIGER,0.0,0.0
DRRG,,,GAYA,NIGER,0.0,0.0
DRRI,,,BILMA,NIGER,0.0,0.0
DRRL,,,TILABERY,NIGER,0.0,0.0
DRRM,MFG,MARADI,MARADI,NIGER,13.502,7.127000000000001
DRRN,NIM,DIORI HAMANI,NIAMEY,NIGER,13.481,2.184
DRRP,,,LA TAPOA,NIGER,0.0,0.0
DRRT,THZ,TAHOUA,TAHOUA,NIGER,14.876,5.265
DRRU,,,OUALLAM,NIGER,0.0,0.0
DRZA,AJY,MANU DAYAK,AGADEZ,NIGER,16.965,7.997000000000001
DRZD,,DIRKOU,DIRKOU,NIGER,18.969,12.869000000000002
DRZF,,DIFFA,DIFFA,NIGER,13.373,12.627
DRZG,,,GOURE,NIGER,0.0,0.0
DRZI,,,IFEROUANE,NIGER,0.0,0.0
DRZL,,,ARLIT,NIGER,0.0,0.0
DRZM,,,MAINE-SOROA,NIGER,0.0,0.0
DRZN,,,N'GUIGMI,NIGER,0.0,0.0
DRZR,ZND,ZINDER,ZINDER,NIGER,13.779000000000002,8.984
DRZT,,TANOUT,TANOUT,NIGER,14.999,8.767000000000001
DSGI,KMS,,KUMASI,GHANA,0.0,0.0
DTMB,MIR,HABIB BOURGUIBA INTERNATIONAL,MONASTIR,TUNISIA,35.758,10.755
DTTA,TUN,CARTHAGE,TUNIS,TUNISIA,36.851,10.227
DTTB,,SIDI AHMED AIR BASE,BIZERTE,TUNISIA,37.245,9.791
DTTD,,REMADA,REMADA,TUNISIA,32.306,10.382
DTTF,GAF,GAFSA,GAFSA,TUNISIA,34.422,8.822000000000001
DTTG,GAE,GABES,GABES,TUNISIA,33.876999999999995,10.103
DTTI,,BORDJ EL AMRI,BORDJ EL AMRI,TUNISIA,36.721,9.943
DTTJ,DJE,ZARZIS,DJERBA,TUNISIA,33.875,10.775
DTTK,,,KAIROUAN,TUNISIA,0.0,0.0
DTTL,,,KELIBIA,TUNISIA,0.0,0.0
DTTN,,,JENDOUBA,TUNISIA,0.0,0.0
DTTR,EBM,EL BORMA,EL BORMA,TUNISIA,31.704,9.254
DTTX,SFA,THYNA,SFAX,TUNISIA,34.718,10.690999999999999
DTTZ,TOE,NEFTA,TOZEUR,TUNISIA,33.94,8.111
DXAK,,,ATAKPAME,TOGO,0.0,0.0
DXBS,,,BASSARI,TOGO,0.0,0.0
DXDP,,,DAPANGO,TOGO,0.0,0.0
DXHO,,,HAHOTOE,TOGO,0.0,0.0
DXKP,,,ANIE,TOGO,0.0,0.0
DXMG,,,SANSANNE MANGO,TOGO,0.0,0.0
DXNG,LRL,NIAMTOUGOU,NIATOUGOU,TOGO,9.767000000000001,1.091
DXSK,,,SOKODE,TOGO,0.0,0.0
DXTA,,,TABLIGBO,TOGO,0.0,0.0
DXXX,LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254
EBAM,,,AMOUGIES,BELGIUM,0.0,0.0
EBAW,ANR,DEURNE,ANTWERP,BELGIUM,51.19,4.463
EBBE,,BEAUVECHAIN,BEAUVECHAIN,BELGIUM,50.75899999999999,4.768
EBBL,,KLEINE BROGEL,KLEINE BROGEL,BELGIUM,51.168,5.471
EBBR,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499
EBBT,,BRAASCHAAT,BRASSCHAAT,BELGIUM,51.333,4.5
EBBX,,BERTRIX JEHONVILLE,BERTRIX,BELGIUM,49.887,5.229
EBCI,CRL,BRUSSELS SOUTH,CHARLEROI,BELGIUM,50.458999999999996,4.454
EBCV,,CHIEVRES AB,CHIEVRES,BELGIUM,50.576,3.8310000000000004
EBFN,,KOKSIJDE,KOKSIJDE,BELGIUM,51.09,2.653
EBFS,,FLORENNES,FLORENNES,BELGIUM,50.244,4.649
EBGB,,,BRUSSELS,BELGIUM,0.0,0.0
EBGL,,,GLONS,BELGIUM,0.0,0.0
EBHN,,,HOEVENEN,BELGIUM,0.0,0.0
EBKH,,,BALEN,BELGIUM,0.0,0.0
EBKT,QKT,WEVELGEM,KORTRIJK-VEVELGEM,BELGIUM,50.818000000000005,3.208
EBLB,,,ELSENBORN,BELGIUM,0.0,0.0
EBLG,LGG,LIEGE,LIEGE,BELGIUM,50.637,5.443
EBMB,,,MELSBROEK,BELGIUM,0.0,0.0
EBMO,,,MOORSELE,BELGIUM,0.0,0.0
EBMT,,,MUNTE,BELGIUM,0.0,0.0
EBNM,,,NAMUR-SUARLEE,BELGIUM,0.0,0.0
EBOS,OST,OOSTENDE,OSTEND,BELGIUM,51.199,2.862
EBSH,,,ST.-HUBERT,BELGIUM,0.0,0.0
EBSL,,ZUTENDAAL,ZUTENDAAL,BELGIUM,50.948,5.5920000000000005
EBSP,,,SPA,BELGIUM,0.0,0.0
EBST,,ST TRUIDEN,SINT-TRUIDEN,BELGIUM,50.788000000000004,5.193
EBSU,,,ST.-HUBERT,BELGIUM,0.0,0.0
EBSZ,,,SEMMERZAKE,BELGIUM,0.0,0.0
EBTN,,,GOETSENHOVE,BELGIUM,0.0,0.0
EBTX,,,THEUX-VERVIERS,BELGIUM,0.0,0.0
EBTY,,,TOURNAY,BELGIUM,0.0,0.0
EBUL,,URSEL,URSEL,BELGIUM,51.144,3.4739999999999998
EBWE,,WEELDE,WEELDE,BELGIUM,51.395,4.961
EBZH,,,HASSELT,BELGIUM,0.0,0.0
EBZR,,ZOERSEL,ZOERSEL,BELGIUM,51.266000000000005,4.755
EBZW,,,GENK,BELGIUM,0.0,0.0
EDAB,BBJ,BAUTZEN,BAUTZEN,GERMANY,51.193000000000005,14.52
EDAC,AOC,ALTENBURG NOBITZ,ALTENBURG,GERMANY,50.982,12.505999999999998
EDAD,,DESSAU,DESSAU,GERMANY,51.832,12.186
EDAE,,EISENHUTTENSTADT,EISENHUETTENSTADT,GERMANY,52.196999999999996,14.585999999999999
EDAF,,,FRANKFURT,GERMANY,0.0,0.0
EDAG,,,GROSSRUECKERSWALDE,GERMANY,0.0,0.0
EDAH,,HERINGSDORF,HERINGSDORF,GERMANY,53.879,14.152000000000001
EDAJ,,,GERA,GERMANY,0.0,0.0
EDAK,,GROSSENHAIN,SUHL,GERMANY,51.308,13.555
EDAL,,,FUERSTWALDE,GERMANY,0.0,0.0
EDAM,,MERSEBURG,MUEHLHAUSEN,GERMANY,51.363,11.940999999999999
EDAN,,,NEUSTADT,GERMANY,0.0,0.0
EDAO,,,NORDHAUSEN,GERMANY,0.0,0.0
EDAP,,,NEUHAUSEN,GERMANY,0.0,0.0
EDAQ,,HALLE OPPIN,HALLE,GERMANY,51.552,12.052999999999999
EDAR,,,PIRNA,GERMANY,0.0,0.0
EDAT,,,NARDT,GERMANY,0.0,0.0
EDAU,,RIESA GOHLIS,RIESA,GERMANY,51.294,13.359000000000002
EDAW,,,ROITZSCHJORA,GERMANY,0.0,0.0
EDAX,,RECHLIN LARZ,RECHLIN-LAERZ,GERMANY,53.306000000000004,12.753
EDAY,,STRAUSBERG,STRAUSBERG,GERMANY,52.58,13.915999999999999
EDAZ,,SCHONHAGEN,SCHOENHAGEN,GERMANY,52.203,13.159
EDBA,,,ALKERSLEBEN,GERMANY,0.0,0.0
EDBB,,,BERLIN ACC/FIC,GERMANY,0.0,0.0
EDBC,,COCHSTEDT SCHNEIDLINGEN,COCHSTEDT,GERMANY,51.856,11.418
EDBD,,,DEDELOW,GERMANY,0.0,0.0
EDBF,,,FEHRBELLIN,GERMANY,0.0,0.0
EDBG,GWW,GOLDSBORO WAYNE MUNI,GOTHA OST,GERMANY,35.461,-77.965
EDBH,,BARTH,BARTH,GERMANY,54.338,12.71
EDBI,,,ZWICKAU,GERMANY,0.0,0.0
EDBJ,,JENA SCHONGLEINA,JENA,GERMANY,50.917,11.714
EDBK,,KYRITZ,KYRITZ,GERMANY,52.919,12.425
EDBL,,,BAD LANGENSALZA,GERMANY,0.0,0.0
EDBM,,MAGDEBURG,MAGDEBURG,GERMANY,52.074,11.626
EDBN,,BRANDIS WALDPOLENZ,NEUBRANDENBURG,GERMANY,51.328,12.657
EDBO,,,OEHNA,GERMANY,0.0,0.0
EDBP,,,SCHWERIN,GERMANY,0.0,0.0
EDBR,,ROTHENBURG GORLITZ,ROTHENBURG/OL,GERMANY,51.364,14.952
EDBS,,,SOEMMERDA,GERMANY,0.0,0.0
EDBX,,,GOERLITZ,GERMANY,0.0,0.0
EDCA,,ANKLAM,ANKLAM,GERMANY,53.833,13.669
EDCB,,,BALLENSTEDT,GERMANY,0.0,0.0
EDCD,,COTTBUS DREWITZ,COTTBUS,GERMANY,51.888999999999996,14.532
EDCE,,,EGGERSDORF,GERMANY,0.0,0.0
EDCF,,,FRIEDERSDORF,GERMANY,0.0,0.0
EDCG,,,GUETTIN,GERMANY,0.0,0.0
EDCI,,,KLIX,GERMANY,0.0,0.0
EDCJ,,,CHEMNITZ,GERMANY,0.0,0.0
EDCK,,KOTHEN,KOETHEN,GERMANY,51.721000000000004,11.962
EDCM,,KAMENZ,KAMENZ,GERMANY,51.29600000000001,14.129000000000001
EDCN,,,NAUEN,GERMANY,0.0,0.0
EDCQ,,,ASCHERSLEBEN,GERMANY,0.0,0.0
EDCR,,,RERIK,GERMANY,0.0,0.0
EDCS,,,SAARMUND,GERMANY,0.0,0.0
EDCU,,,GUESTROW,GERMANY,0.0,0.0
EDCV,,,PASEWALK,GERMANY,0.0,0.0
EDCW,,,WISMAR,GERMANY,0.0,0.0
EDCX,,,PURKSHOF,GERMANY,0.0,0.0
EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,52.38,13.523
EDDC,DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767000000000001
EDDD,,,FRANKFURT,GERMANY,0.0,0.0
EDDE,ERF,ERFURT,ERFURT,GERMANY,50.98,10.958
EDDF,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543
EDDG,FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52.13399999999999,7.685
EDDH,HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988
EDDI,THF,TEMPELHOF,BERLIN,GERMANY,52.473,13.404000000000002
EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,50.86600000000001,7.143
EDDL,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.288999999999994,6.767
EDDM,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786
EDDN,NUE,NURNBERG,NUERNBERG,GERMANY,49.498999999999995,11.078
EDDP,LEJ,LEIPZIG HALLE,LEIPZIG,GERMANY,51.424,12.235999999999999
EDDR,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109
EDDS,STR,STUTTGART,STUTTGART,GERMANY,48.69,9.222000000000001
EDDT,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287
EDDV,HAJ,HANNOVER,HANNOVER,GERMANY,52.461000000000006,9.685
EDDW,BRE,BREMEN,BREMEN,GERMANY,53.047,8.787
EDDZ,,,FRANKFURT,GERMANY,0.0,0.0
EDEH,,,HERRENTEICH,GERMANY,0.0,0.0
EDEL,,,LANGENLONSHEIM,GERMANY,0.0,0.0
EDEM,,,MOSENBERG,GERMANY,0.0,0.0
EDEN,,,NIEDERSTETEN,GERMANY,0.0,0.0
EDEW,,,WALLDUERN,GERMANY,0.0,0.0
EDFA,,,ANSPACH,GERMANY,0.0,0.0
EDFB,,,REICHELSHEIM,GERMANY,0.0,0.0
EDFC,,,ASCHAFFENBURG,GERMANY,0.0,0.0
EDFD,,,BAD NEUSTADT,GERMANY,0.0,0.0
EDFE,,EGELSBACH,EGELSBACH,GERMANY,49.961000000000006,8.644
EDFF,,,FRANKFURT ACC/FIC,GERMANY,0.0,0.0
EDFG,,,GELNHAUSEN,GERMANY,0.0,0.0
EDFH,HHN,FRANKFURT HAHN,HAHN,GERMANY,49.95,7.263999999999999
EDFI,,,HIRZENHAIN,GERMANY,0.0,0.0
EDFJ,,,LAGER HAMMELBURG,GERMANY,0.0,0.0
EDFK,,,BAD KISSINGEN,GERMANY,0.0,0.0
EDFL,,,GIESSEN,GERMANY,0.0,0.0
EDFM,MHG,MANNHEIM CITY,MANNHEIM,GERMANY,49.473,8.514
EDFN,,,MARBURG,GERMANY,0.0,0.0
EDFO,,,MICHELSTADT,GERMANY,0.0,0.0
EDFP,,,OBER-MOERLEN,GERMANY,0.0,0.0
EDFQ,,ALLENDORF EDER,ALLENDORF,GERMANY,51.035,8.679
EDFR,,,ROTHENBURG O.D.T.,GERMANY,0.0,0.0
EDFS,,,SCHWEINFURT,GERMANY,0.0,0.0
EDFT,,,LAUTERBACH,GERMANY,0.0,0.0
EDFU,,,MAINBULLAU,GERMANY,0.0,0.0
EDFV,,WORMS,WORMS,GERMANY,49.606,8.368
EDFW,,,WUERZBURG,GERMANY,0.0,0.0
EDFX,,,HOCKENHEIM,GERMANY,0.0,0.0
EDFY,,,ELZ,GERMANY,0.0,0.0
EDFZ,,MAINZ FINTHEN,MAINZ,GERMANY,49.968999999999994,8.147
EDGA,,,AILERTCHEN,GERMANY,0.0,0.0
EDGB,,,BREITSCHEID,GERMANY,0.0,0.0
EDGE,,EISENACH KINDEL,EISENACH,GERMANY,50.993,10.472999999999999
EDGF,,,FULDA,GERMANY,0.0,0.0
EDGH,,,HETTSTADT,GERMANY,0.0,0.0
EDGI,,,INGELFINGEN,GERMANY,0.0,0.0
EDGJ,,,OCHSENFURT,GERMANY,0.0,0.0
EDGK,,,KORBACH,GERMANY,0.0,0.0
EDGL,,,LUDWIGSHAFEN,GERMANY,0.0,0.0
EDGM,,,MOOSBACH,GERMANY,0.0,0.0
EDGN,,,NORDENBECK,GERMANY,0.0,0.0
EDGO,,,OEDHEIM,GERMANY,0.0,0.0
EDGP,,,OPPENHEIM,GERMANY,0.0,0.0
EDGQ,,,SCHAMEDER,GERMANY,0.0,0.0
EDGR,,,GIESSEN,GERMANY,0.0,0.0
EDGS,,SIEGERLAND,SIEGERLAND,GERMANY,50.708,8.082
EDGT,,,BOTTENHORN,GERMANY,0.0,0.0
EDGU,,,UNTERSCHUEPF,GERMANY,0.0,0.0
EDGW,,,WOLFHAGEN,GERMANY,0.0,0.0
EDGX,,,WALLDORF,GERMANY,0.0,0.0
EDGZ,,,WEINHEIM/BERGSTRASSE,GERMANY,0.0,0.0
EDHB,,,GRUBE,GERMANY,0.0,0.0
EDHC,,,LUECHOW,GERMANY,0.0,0.0
EDHE,,,UETERSEN,GERMANY,0.0,0.0
EDHI,XFW,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53.535,9.835
EDHJ,,,ITZEHOE,GERMANY,0.0,0.0
EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,54.379,10.145
EDHL,LBC,LUBECK BLANKENSEE,LUEBECK,GERMANY,53.805,10.719000000000001
EDHM,,,HARTENHOLM,GERMANY,0.0,0.0
EDHN,,,NEUMUENSTER,GERMANY,0.0,0.0
EDHO,,,AHRENLOHE,GERMANY,0.0,0.0
EDHS,,,STADE,GERMANY,0.0,0.0
EDHU,,,LAUENBRUECK,GERMANY,0.0,0.0
EDHW,,,WAHLSTEDT,GERMANY,0.0,0.0
EDHX,,,BAD BRAMSTEDT,GERMANY,0.0,0.0
EDII,,,AUGSBURG,GERMANY,0.0,0.0
EDKA,AAH,AACHEN MERZBRUCK,AACHEN,GERMANY,50.823,6.187
EDKB,,,BONN,GERMANY,0.0,0.0
EDKD,,,ALTENA,GERMANY,0.0,0.0
EDKF,,,BERGNEUSTADT,GERMANY,0.0,0.0
EDKH,,,HUENSBORN,GERMANY,0.0,0.0
EDKI,,,BETZDORF,GERMANY,0.0,0.0
EDKL,,,LEVERKUSEN,GERMANY,0.0,0.0
EDKM,,,MESCHEDE,GERMANY,0.0,0.0
EDKN,,,WIPPERFUERTH,GERMANY,0.0,0.0
EDKO,,,BRILON,GERMANY,0.0,0.0
EDKP,,,PLETTENBERG,GERMANY,0.0,0.0
EDKR,,,SCHMALLENBERG,GERMANY,0.0,0.0
EDKU,,,ATTENDORN,GERMANY,0.0,0.0
EDKV,,DAHLEMER BINZ,DAHLEMER BINZ,GERMANY,50.406000000000006,6.528
EDKW,,,WERDOHL,GERMANY,0.0,0.0
EDKZ,,MEINERZHAGEN,MEINERZHAGEN,GERMANY,51.099,7.602
EDLA,ZCA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51.483000000000004,7.899
EDLB,,,BORKENBERGE,GERMANY,0.0,0.0
EDLC,,KAMP LINTFORT,KAMP,GERMANY,51.53,6.537000000000001
EDLD,,,DINSLAKEN,GERMANY,0.0,0.0
